,Apprehension Date,Apprehension State,Apprehension County,Apprehension AOR,Final Program,Final Program Group,Apprehension Method,Apprehension Criminality,Case Status,Case Category,Departed Date,Departure Country,Final Order Yes No,Final Order Date,Birth Date,Birth Year,Citizenship Country,Gender,Apprehension Site Landmark,Alien File Number,EID Case ID,EID Subject ID,Unique Identifier,comparetime,method_cat,approx_age,year,month,day,standardized_date,extracted_state,time_diff,within_24h,county,flag,in_custody_arrest
44,2023-12-05 13:57:00,nc,,atlanta area of responsibility,Alternatives to Detention,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1996,ECUADOR,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0227f17b26391bc459e8791ac9aa7dc98c0756bd,not in compare range,"federal, state or local incarceration",29,2023,12,01,2023-12-01,,,False,mecklenburg county,,y
45,2023-10-26 15:29:00,nc,,atlanta area of responsibility,Alternatives to Detention,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",2009,CUBA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0250c23b52f20b2b9e888a11b0e3cabc21d467a5,not in compare range,"federal, state or local incarceration",16,2023,10,01,2023-10-01,,,False,mecklenburg county,,y
46,2024-11-12 07:40:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-01-02,GUATEMALA,YES,2024-12-11,"(b)(6), (b)(7)(C)",1983,GUATEMALA,Male,"union county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",02545bf0632b85127e95a046090bbb400a42b06f,not in compare range,"non-custodial, located, traffic check or worksite enforcement",42,2024,11,01,2024-11-01,,,False,union county,,n
47,2024-05-02 11:35:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-06-03,MEXICO,YES,2024-05-20,"(b)(6), (b)(7)(C)",2002,MEXICO,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0260e92d1278cce752372053eb170197e27d934a,last_year,"federal, state or local incarceration",23,2024,5,01,2024-05-01,,,False,wake county,,y
48,2024-12-21 13:49:21,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-12,MEXICO,YES,2025-05-06,"(b)(6), (b)(7)(C)",1992,MEXICO,Male,brunswick county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0261f2b5fe84bc8928b0a49142456378b619ad76,not in compare range,"federal, state or local incarceration",33,2024,12,01,2024-12-01,,,False,brunswick county,,y
49,2025-06-09 11:11:09,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-07-23,"(b)(6), (b)(7)(C)",1986,HONDURAS,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0263943ec23e714cf7333fbb6e4ff3de1cebbed2,this_year,"federal, state or local incarceration",39,2025,6,01,2025-06-01,,,False,wake county,,y
50,2025-02-23 07:19:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-28,EL SALVADOR,YES,2012-02-14,"(b)(6), (b)(7)(C)",1982,EL SALVADOR,Male,union county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",026c2bcbf9c75b5df07dff3c00c84a3059089e9a,this_year,"federal, state or local incarceration",43,2025,2,01,2025-02-01,,,False,union county,,y
51,2025-06-28 10:09:25,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,NO,,"(b)(6), (b)(7)(C)",1998,MEXICO,Male,johnston county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",02813486bd103b9f44cf54df0adca6dd39020771,this_year,"federal, state or local incarceration",27,2025,6,01,2025-06-01,,,False,johnston county,,y
52,2023-10-10 09:48:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1985,NICARAGUA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",028fd83a978ca046c5c390caac126ea61fe6a2ec,not in compare range,"federal, state or local incarceration",40,2023,10,01,2023-10-01,,,False,mecklenburg county,,y
53,2024-12-13 11:24:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[11] Administrative Deportation / Removal,2025-01-27,DOMINICAN REPUBLIC,YES,2023-05-03,"(b)(6), (b)(7)(C)",1990,DOMINICAN REPUBLIC,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0290da62d7f280c4213b14d3b7081f578dfc10be,not in compare range,"federal, state or local incarceration",35,2024,12,01,2024-12-01,,,False,wake county,,y
54,2024-01-11 14:54:00,nc,,atlanta area of responsibility,Alternatives to Detention,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1984,NICARAGUA,Female,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",02aeade2497371fe9814f4f29e9e5614ec41653e,not in compare range,"federal, state or local incarceration",41,2024,1,01,2024-01-01,,,False,mecklenburg county,,y
55,2024-10-17 09:48:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-12,NICARAGUA,YES,2025-04-01,"(b)(6), (b)(7)(C)",1999,NICARAGUA,Male,alamance county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",02ba356da90d6aa23286c91abe35a1d31b4a6cf9,not in compare range,"federal, state or local incarceration",26,2024,10,01,2024-10-01,,,False,alamance county,,y
56,2025-03-07 13:21:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-05,MEXICO,YES,2025-04-23,"(b)(6), (b)(7)(C)",1998,MEXICO,Male,wake county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",02c68be337f6054583b5a477f101f68070f43ecc,this_year,probation and parole,27,2025,3,01,2025-03-01,,,False,wake county,,y
57,2024-05-02 10:49:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1991,NICARAGUA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",02cbe610d78c4ead6a06031218360110d0803b86,last_year,"non-custodial, located, traffic check or worksite enforcement",34,2024,5,01,2024-05-01,,,False,mecklenburg county,,n
58,2025-03-18 10:12:00,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,2 Pending Criminal Charges,E-Charging Document Canceled by ICE,[16] Reinstated Final Order,,,NO,,"(b)(6), (b)(7)(C)",1993,VENEZUELA,Male,gaston county jail 287g,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",02d63b3ec83329d70338bec3233ff84f3f1c8c07,this_year,287g,32,2025,3,01,2025-03-01,,,False,gaston county,,y
59,2025-01-15 09:33:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-02-10,MEXICO,YES,2024-10-08,"(b)(6), (b)(7)(C)",1996,MEXICO,Male,wake county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",02e3996c99a7714784afca5aa5fc09628ddbe4f9,not in compare range,"non-custodial, located, traffic check or worksite enforcement",29,2025,1,01,2025-01-01,,,False,wake county,,n
60,2024-09-10 10:05:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[16] Reinstated Final Order,2024-12-16,MEXICO,YES,2005-11-18,"(b)(6), (b)(7)(C)",1979,MEXICO,Male,alamance county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",02fa664f3ca1c480ae81badbb7f63514102081d6,not in compare range,"federal, state or local incarceration",46,2024,9,01,2024-09-01,,,False,alamance county,,y
61,2025-03-13 09:38:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-15,HONDURAS,YES,2025-04-22,"(b)(6), (b)(7)(C)",1997,HONDURAS,Female,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",02fc521074b329ff93ced62bff03d9495deb44ab,this_year,"non-custodial, located, traffic check or worksite enforcement",28,2025,3,01,2025-03-01,,,False,mecklenburg county,,n
62,2025-06-26 07:20:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Worksite Enforcement,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",2004,NICARAGUA,Male,ero charlotte,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0322cb59f833d8f47336347f62b73ebc247dacb9,this_year,"non-custodial, located, traffic check or worksite enforcement",21,2025,6,01,2025-06-01,,,False,mecklenburg county,,n
63,2025-03-25 13:30:36,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[11] Administrative Deportation / Removal,2025-04-08,MEXICO,YES,2025-04-06,"(b)(6), (b)(7)(C)",2002,MEXICO,Male,watauga county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",035f254a5a32ddf82dc217b3ea2f3bbc3a2c7395,this_year,"federal, state or local incarceration",23,2025,3,01,2025-03-01,,,False,watauga county,,y
64,2025-04-05 09:00:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,NO,,"(b)(6), (b)(7)(C)",1982,MEXICO,Male,pender county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",03601a486c4a056d15ddd09ba12c3b64de6ea72f,this_year,"federal, state or local incarceration",43,2025,4,01,2025-04-01,,,False,pender county,,y
65,2025-01-27 11:55:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,NO,,"(b)(6), (b)(7)(C)",1984,HONDURAS,Male,granville county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0363fcda8603d67c850306d6691ba43d95587725,this_year,"federal, state or local incarceration",41,2025,1,01,2025-01-01,,,False,granville county,,y
66,2024-08-15 12:05:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[11] Administrative Deportation / Removal,2024-09-30,MEXICO,YES,2024-09-04,"(b)(6), (b)(7)(C)",1977,MEXICO,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",036400b3a6b0a2bec165afc089c07ed42f4384b2,not in compare range,"federal, state or local incarceration",48,2024,8,01,2024-08-01,,,False,wake county,,y
67,2025-05-17 11:58:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,ACTIVE,[2A] Deportable - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1987,"CHINA, PEOPLES REPUBLIC OF",Male,wake county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0376e071b956736effde633604dbf6b52790435a,this_year,"non-custodial, located, traffic check or worksite enforcement",38,2025,5,01,2025-05-01,,,False,wake county,,n
68,2024-09-20 10:09:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-10-23,EL SALVADOR,YES,2021-04-07,"(b)(6), (b)(7)(C)",1999,EL SALVADOR,Male,union county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",037b2e249adabda14157362ceed62ba006212fdc,not in compare range,"federal, state or local incarceration",26,2024,9,01,2024-09-01,,,False,union county,,y
69,2024-03-29 14:40:00,nc,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[11] Administrative Deportation / Removal,2024-04-29,MEXICO,YES,2024-03-29,"(b)(6), (b)(7)(C)",1984,MEXICO,Male,"avery county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",03917df7aaaf07e8bede4d534ef7044511babb02,last_year,"federal, state or local incarceration",41,2024,3,01,2024-03-01,,,False,avery county,,y
70,2024-07-30 06:47:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-08-30,HONDURAS,YES,2024-08-08,"(b)(6), (b)(7)(C)",1998,HONDURAS,Male,union county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",039b5a819e592b33e4ca1b1171b3c7bcde06e230,not in compare range,"federal, state or local incarceration",27,2024,7,01,2024-07-01,,,False,union county,,y
71,2025-03-05 11:59:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,ACTIVE,[3] Deportable - Administratively Final Order,,,YES,2025-06-05,"(b)(6), (b)(7)(C)",1982,NIGERIA,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",03a09df04f7c37a7a7d065502fb247035e782730,this_year,"federal, state or local incarceration",43,2025,3,01,2025-03-01,,,False,wake county,,y
72,2025-07-17 07:58:21,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-07-24,MEXICO,YES,2020-01-10,"(b)(6), (b)(7)(C)",1993,MEXICO,Male,"hen general area, henderson 287g","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",03b62ee44a447ae2ed081b4af067c0fb6023dcc1,not in compare range,287g,32,2025,7,01,2025-07-01,,,False,henderson county,,y
73,2023-11-02 08:30:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8G] Expedited Removal - Credible Fear Referral,2023-11-03,HONDURAS,YES,2023-11-02,"(b)(6), (b)(7)(C)",2015,HONDURAS,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",03d8d7273f06702cd9c2c0bc0dcefaaa88777fc7,not in compare range,"non-custodial, located, traffic check or worksite enforcement",10,2023,11,01,2023-11-01,,,False,mecklenburg county,,n
74,2024-11-26 09:30:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8G] Expedited Removal - Credible Fear Referral,2024-11-27,MEXICO,YES,2024-11-26,"(b)(6), (b)(7)(C)",2021,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",03e0155fef96bbc0eeaabb9407e70c0bc0d3c1b6,not in compare range,"non-custodial, located, traffic check or worksite enforcement",4,2024,11,01,2024-11-01,,,False,mecklenburg county,,n
75,2025-03-20 10:54:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-04-25,VENEZUELA,YES,2024-12-03,"(b)(6), (b)(7)(C)",2002,VENEZUELA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",040e12d7504f870a8d5fb1f5aacbd4ef04a315a4,this_year,"non-custodial, located, traffic check or worksite enforcement",23,2025,3,01,2025-03-01,,,False,mecklenburg county,,n
76,2025-03-07 11:42:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-04-28,MEXICO,YES,2025-04-16,"(b)(6), (b)(7)(C)",2001,MEXICO,Male,rowan county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",041e961174a628f6d5ecff189c03a967e3168830,this_year,"federal, state or local incarceration",24,2025,3,01,2025-03-01,,,False,rowan county,,y
77,2024-03-11 10:34:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[11] Administrative Deportation / Removal,2024-04-13,MEXICO,YES,2024-04-09,"(b)(6), (b)(7)(C)",1987,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",042179887fc89aa073435dc3aecb36a48699beea,last_year,"federal, state or local incarceration",38,2024,3,01,2024-03-01,,,False,mecklenburg county,,y
78,2025-05-08 14:46:09,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-05-26,MEXICO,YES,2011-05-09,"(b)(6), (b)(7)(C)",1967,MEXICO,Male,"gcn general area, gaston 287g","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0443ba79058b99d5f9801b606477b70769f53fe7,this_year,287g,58,2025,5,01,2025-05-01,,,False,gaston county,,y
79,2025-01-31 11:27:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-02-28,HONDURAS,YES,2023-07-24,"(b)(6), (b)(7)(C)",2004,HONDURAS,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",044462985c7baa9bc83389b8d0dfa63af1223eca,this_year,"federal, state or local incarceration",21,2025,1,01,2025-01-01,,,False,wake county,,y
80,2024-06-03 17:27:00,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-07-15,HONDURAS,YES,2011-09-05,"(b)(6), (b)(7)(C)",1982,HONDURAS,Male,gaston county jail 287g,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",045b61c4f874969e53c5ee7d0bced06f91344625,last_year,287g,43,2024,6,01,2024-06-01,,,False,gaston county,,y
81,2023-12-13 10:16:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2024-02-12,MEXICO,YES,2024-01-30,"(b)(6), (b)(7)(C)",1959,MEXICO,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0463f2c149d61245e812e5d85ca163a24133dc9d,not in compare range,"federal, state or local incarceration",66,2023,12,01,2023-12-01,,,False,wake county,,y
82,2025-03-31 09:11:26,north carolina,,atlanta area of responsibility,287G Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-06-02,MEXICO,YES,2025-05-12,"(b)(6), (b)(7)(C)",1991,MEXICO,Male,"hen general area, henderson 287g","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",046c52e9dd3859ca0e16a43f54fb0b889bf2436f,this_year,"federal, state or local incarceration",34,2025,3,01,2025-03-01,,,False,henderson county,,y
